TUNE_IDX,WINDOW_LIMIT,LATENT_DIM,HIDDEN_DIM,TOKEN_CUTS,MIN_BASE_TOKEN_REPRESENATION,MAX_TOKENS_PER_BASE_TOKEN,PHYS_IMPRESSION_TOKENS,RNN_TYPE,EMBED_DROPOUT,RNN_LAYERS,NUM_EPOCHS,ES_PATIENCE,IMBALANCE_CORRECTION,OUTCOME_LABEL,LEARNING_RATE,BATCH_SIZE,REPEAT,FOLD
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,2
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,2
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,2
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,2
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,2
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,2
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,2
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,3
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,3
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,3
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,3
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,3
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,3
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,3
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,3
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,3
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,3
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,3
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,3
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,3
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,4
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,4
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,4
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,4
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,4
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,4
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,4
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,4
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,4
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,4
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,4
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,4
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,4
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,5
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,5
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,5
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,5
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,5
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,5
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,5
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,5
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,5
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,5
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,5
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,1,5
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,1,5
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,1
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,1
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,1
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,1
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,1
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,1
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,1
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,1
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,1
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,1
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,1
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,1
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,1
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,2
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,2
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,2
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,2
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,2
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,2
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,2
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,2
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,2
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,2
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,2
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,2
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,2
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,3
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,3
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,3
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,3
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,3
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,3
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,3
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,3
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,3
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,3
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,3
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,3
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,3
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,4
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,4
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,4
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,4
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,4
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,4
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,4
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,4
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,4
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,4
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,4
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,4
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,4
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,5
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,5
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,5
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,5
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,5
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,5
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,5
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,5
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,5
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,5
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,5
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,2,5
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,2,5
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,1
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,1
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,1
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,1
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,1
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,1
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,1
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,1
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,1
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,1
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,1
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,1
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,1
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,2
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,2
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,2
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,2
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,2
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,2
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,2
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,2
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,2
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,2
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,2
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,2
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,2
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,3
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,3
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,3
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,3
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,3
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,3
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,3
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,3
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,3
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,3
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,3
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,3
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,3
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,4
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,4
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,4
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,4
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,4
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,4
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,4
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,4
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,4
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,4
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,4
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,4
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,4
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,5
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,5
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,5
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,5
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,5
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,5
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,5
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,5
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,5
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,5
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,5
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,3,5
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,3,5
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,1
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,1
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,1
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,1
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,1
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,1
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,1
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,1
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,1
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,1
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,1
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,1
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,1
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,2
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,2
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,2
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,2
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,2
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,2
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,2
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,2
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,2
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,2
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,2
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,2
278,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,2
97,6,256,128,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,3
127,6,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,3
135,6,512,256,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,3
171,13,256,128,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,3
211,13,512,512,20,None,100,True,LSTM,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,3
220,13,128,128,20,None,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,3
240,13,128,512,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,3
248,13,256,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,3
250,13,256,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,3
272,13,512,128,20,0.05,100,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,3
274,13,512,256,20,None,None,True,GRU,0.2,1,200,30,weights,TomorrowHighIntensityTherapy,0.001,1,4,3
277,13,512,256,20,0.05,None,True,GRU,0.2,1,200,30,weights,TomorrowTILBasic,0.001,1,4,3
